"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"VQGTR7WD","forumPost","2022","Texas Military Dept. [@TXMilitary]","Texas Govt. Code prohibits collective bargaining and strikes by public employees. Servicemembers should not be misled by union agitators into believing that Texas law allows them to engage in collective bargaining. It does not. #OperationLoneStar More: https://tmd.texas.gov/texas-military-department-issues-statement-on-efforts-to-unionize-state-servicemembers","Twitter","","","","https://twitter.com/TXMilitary/status/1496968468465438720","","2022-02-24","2022-04-03 12:19:48","2022-04-03 12:19:48","2022-04-03 12:19:48","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://tmd.texas.gov/texas-military-department-issues-statement-on-efforts-to-unionize-state-servicemembers","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9GHTBHMH","forumPost","2022","Texas Military Dept. [@TXMilitary]","If you know of any #OperationLoneStar pay issues not being worked, send us the details, we want to help. In addition to the #OLS Pay Hotline (512-782-1234) or visiting with S1 and Pay Strike Teams, contact @COLRitaHolton at ng.tx.txarng.mbx.pao@army.mil (use subject “Pay Issue”).","Twitter","","","","https://twitter.com/TXMilitary/status/1485356774395887620","","2022-01-23","2022-04-03 12:19:55","2022-04-03 12:19:55","2022-04-03 12:19:55","","","","","","","","","","","","","","en","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9E47LPKZ","forumPost","2022","Texas Military Dept. [@TXMilitary]","""Be it along the Texas-Mexico border, or across Texas communities impacted by extreme winter weather, the men and women of the Texas National Guard continue to exemplify service above self."" - @MGTracyNorris #TexansServingTexas #AlwaysReady #WinterStorm #OperationLoneStar","Twitter","","","","https://twitter.com/TXMilitary/status/1489411119135473666","","2022-02-04","2022-04-03 12:20:03","2022-04-03 12:20:03","2022-04-03 12:20:03","","","","","","","","","","","","","","en","","Tweet","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TB8RX8SS","forumPost","2021","Texas Military Dept. [@TXMilitary]","A #Thanksgiving message from @GovAbbott. On Wednesday, Gov. @GregAbbott_TX spent time with @TXMilitary Dept. and @TxDPS members supporting #OperationLoneStar. #TexansServingTexas https://buff.ly/3ldJBZf https://t.co/4TDgbAxZd7","Twitter","","","","https://twitter.com/TXMilitary/status/1464270737066364935","","2021-11-26","2022-04-03 12:20:12","2022-04-03 12:20:12","2022-04-03 12:20:12","","","","","","","","","","","","","","en","","Tweet","","","","","","","; ","https://buff.ly/3ldJBZf; https://t.co/4TDgbAxZd7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7K7C8Z6P","forumPost","2022","Texas Military Dept. [@TXMilitary]","In addition to #OperationLoneStar, #Texas #NationalGuard supports @USNationalGuard federal border region law enforcement efforts through the Texas Joint Counterdrug Task Force, which has been providing support for more than 30 years. #TexansServingTexas https://t.co/nJk93S24uU","Twitter","","","","https://twitter.com/TXMilitary/status/1486450486630916104","","2022-01-26","2022-04-03 12:20:26","2022-04-03 12:20:26","2022-04-03 12:20:26","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/nJk93S24uU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBT89WCB","forumPost","2022","Texas Military Dept. [@TXMilitary]","Why We're Here (Episode 5: Desert Situation) A #Texas Army #NationalGuard NCO describes his experience serving in support of #OperationLoneStar. #OLS #TexansServingTexas https://t.co/YYhk7Iji41","Twitter","","","","https://twitter.com/TXMilitary/status/1491899718263259137","","2022-02-10","2022-04-03 12:20:40","2022-04-03 12:20:40","2022-04-03 12:20:40","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/YYhk7Iji41","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PSUE5CQI","forumPost","2022","Texas Military Dept. [@TXMilitary]","Texas National Guard...Always Ready. Texas Ready. #OperationLoneStar #TXANG https://t.co/rx15DTOxmi","Twitter","","","","https://twitter.com/TXMilitary/status/1565097188442644487","","2022-08-31","2023-03-21 21:43:12","2023-03-21 21:43:12","2023-03-21 21:43:12","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/rx15DTOxmi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8AJ4FHSV","forumPost","2022","Texas Military Dept. [@TXMilitary]","@TXMilitary & @TxDPS rehearse mass-migration response capabilities Saturday. Texas Guardsmen & state troopers are capable of rapidly responding to mass-migration events anywhere along the Texas-Mexico border. #OperationLoneStar https://youtube.com/watch?v=jf1pPKU54lE https://t.co/22kiqkrUmF","Twitter","","","","https://twitter.com/TXMilitary/status/1537464229263032322","","2022-06-16","2023-03-21 21:43:26","2023-03-21 21:43:26","2023-03-21 21:43:26","","","","","","","","","","","","","","en","","Tweet","","","","","","","; ; C:\Users\bhjon\Zotero\storage\B9DZ529G\1537464229263032322.html","https://youtube.com/watch?v=jf1pPKU54lE; https://t.co/22kiqkrUmF","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MJJF2QN4","forumPost","2022","Texas Military Dept. [@TXMilitary]","Texas Guardsmen, Department of Public Safety Troopers & Mexican law enforcement conducted a joint mass migration exercise in support of #OperationLoneStar, a state active-duty mission to block and repel criminal activities along the Texas-Mexico border. https://t.co/M7ugwUl2Rh","Twitter","","","","https://twitter.com/TXMilitary/status/1536359405226184706","","2022-06-13","2023-03-21 21:43:45","2023-03-21 21:43:45","2023-03-21 21:43:45","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/M7ugwUl2Rh","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4AQVTZCM","forumPost","2022","Texas Military Dept. [@TXMilitary]","Texas Guardsmen set up miles of concertina wire along the Rio Grande River to deter & disrupt illegal traffic into the US support of #OperationLoneStar, a state active-duty mission to block & repel criminal activities along the Texas-Mexico border. https://t.co/LtVFjsLRQ8","Twitter","","","","https://twitter.com/TXMilitary/status/1534299165597081601","","2022-06-07","2023-03-21 21:43:59","2023-03-21 21:43:59","2023-03-21 21:43:59","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/LtVFjsLRQ8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"44VZ8DRE","forumPost","2022","Texas Military Dept. [@TXMilitary]","Texas Guardsmen set up miles of concertina wire along the Rio Grande River to deter & disrupt illegal traffic into the US. The mission is in support of #OperationLoneStar, a state active-duty mission to block & repel criminal activities along the Texas-Mexico border. https://t.co/Ax7qKrUr2L","Twitter","","","","https://twitter.com/TXMilitary/status/1534161622511624195","","2022-06-07","2023-03-21 21:44:22","2023-03-21 21:44:22","2023-03-21 21:44:22","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/Ax7qKrUr2L","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZEFYJL57","forumPost","2022","Texas Military Dept. [@TXMilitary]","Texas National Guard Tactical Response Unit conducts security operations on the Rio Grande River. The TRU blocks against illegal crossings and interdicts criminal elements along the Texas-Mexico border as part of #OperationLoneStar https://t.co/lMjIX3PVze","Twitter","","","","https://twitter.com/TXMilitary/status/1533859745433636864","","2022-06-06","2023-03-21 21:44:37","2023-03-21 21:44:37","2023-03-21 21:44:37","","","","","","","","","","","","","","en","","Tweet","","","","","","","","https://t.co/lMjIX3PVze","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
